,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
35,"
 Jayce",0,0,0%,,,,,-,,,,,,,
36,"
 Jinx",0,0,0%,,,,,-,,,,,,,
37,"
 Karma",0,0,0%,,,,,-,,,,,,,
38,"
 Karthus",0,0,0%,,,,,-,,,,,,,
39,"
 Kassadin",0,0,0%,,,,,-,,,,,,,
40,"
 Katarina",0,0,0%,,,,,-,,,,,,,
41,"
 Kayle",0,0,0%,,,,,-,,,,,,,
42,"
 Kennen",0,0,0%,,,,,-,,,,,,,
43,"
 KhaZix",0,0,0%,,,,,-,,,,,,,
44,"
 KogMaw",0,0,0%,,,,,-,,,,,,,
45,"
 LeBlanc",0,0,0%,,,,,-,,,,,,,
46,"
 Lee Sin",0,0,0%,,,,,-,,,,,,,
47,"
 Leona",0,0,0%,,,,,-,,,,,,,
48,"
 Lissandra",0,0,0%,,,,,-,,,,,,,
49,"
 Lucian",0,0,0%,,,,,-,,,,,,,
50,"
 Lulu",0,0,0%,,,,,-,,,,,,,
51,"
 Lux",0,0,0%,,,,,-,,,,,,,
52,"
 Malphite",0,0,0%,,,,,-,,,,,,,
53,"
 Malzahar",0,0,0%,,,,,-,,,,,,,
54,"
 Maokai",0,0,0%,,,,,-,,,,,,,
55,"
 Master Yi",0,0,0%,,,,,-,,,,,,,
56,"
 Miss Fortune",0,0,0%,,,,,-,,,,,,,
57,"
 Mordekaiser",0,0,0%,,,,,-,,,,,,,
58,"
 Morgana",0,0,0%,,,,,-,,,,,,,
59,"
 Nami",0,0,0%,,,,,-,,,,,,,
60,"
 Nasus",0,0,0%,,,,,-,,,,,,,
61,"
 Nautilus",0,0,0%,,,,,-,,,,,,,
62,"
 Nidalee",0,0,0%,,,,,-,,,,,,,
63,"
 Nocturne",0,0,0%,,,,,-,,,,,,,
64,"
 Nunu",0,0,0%,,,,,-,,,,,,,
65,"
 Olaf",0,0,0%,,,,,-,,,,,,,
66,"
 Orianna",0,0,0%,,,,,-,,,,,,,
67,"
 Pantheon",0,0,0%,,,,,-,,,,,,,
68,"
 Poppy",0,0,0%,,,,,-,,,,,,,
69,"
 Quinn",0,0,0%,,,,,-,,,,,,,
70,"
 Rammus",0,0,0%,,,,,-,,,,,,,
71,"
 Renekton",0,0,0%,,,,,-,,,,,,,
72,"
 Rengar",0,0,0%,,,,,-,,,,,,,
73,"
 Riven",0,0,0%,,,,,-,,,,,,,
74,"
 Rumble",0,0,0%,,,,,-,,,,,,,
75,"
 Ryze",0,0,0%,,,,,-,,,,,,,
76,"
 Sejuani",0,0,0%,,,,,-,,,,,,,
77,"
 Shaco",0,0,0%,,,,,-,,,,,,,
78,"
 Shen",0,0,0%,,,,,-,,,,,,,
79,"
 Shyvana",0,0,0%,,,,,-,,,,,,,
80,"
 Singed",0,0,0%,,,,,-,,,,,,,
81,"
 Sion",0,0,0%,,,,,-,,,,,,,
82,"
 Sivir",0,0,0%,,,,,-,,,,,,,
83,"
 Skarner",0,0,0%,,,,,-,,,,,,,
84,"
 Sona",0,0,0%,,,,,-,,,,,,,
85,"
 Soraka",0,0,0%,,,,,-,,,,,,,
86,"
 Swain",0,0,0%,,,,,-,,,,,,,
87,"
 Syndra",0,0,0%,,,,,-,,,,,,,
88,"
 Talon",0,0,0%,,,,,-,,,,,,,
89,"
 Taric",0,0,0%,,,,,-,,,,,,,
90,"
 Teemo",0,0,0%,,,,,-,,,,,,,
91,"
 Thresh",0,0,0%,,,,,-,,,,,,,
92,"
 Tristana",0,0,0%,,,,,-,,,,,,,
93,"
 Trundle",0,0,0%,,,,,-,,,,,,,
94,"
 Tryndamere",0,0,0%,,,,,-,,,,,,,
95,"
 Twisted Fate",0,0,0%,,,,,-,,,,,,,
96,"
 Twitch",0,0,0%,,,,,-,,,,,,,
97,"
 Udyr",0,0,0%,,,,,-,,,,,,,
98,"
 Urgot",0,0,0%,,,,,-,,,,,,,
99,"
 Varus",0,0,0%,,,,,-,,,,,,,
100,"
 Vayne",0,0,0%,,,,,-,,,,,,,
101,"
 Veigar",0,0,0%,,,,,-,,,,,,,
102,"
 Vi",0,0,0%,,,,,-,,,,,,,
103,"
 Viktor",0,0,0%,,,,,-,,,,,,,
104,"
 Vladimir",0,0,0%,,,,,-,,,,,,,
105,"
 Volibear",0,0,0%,,,,,-,,,,,,,
106,"
 Warwick",0,0,0%,,,,,-,,,,,,,
107,"
 Wukong",0,0,0%,,,,,-,,,,,,,
108,"
 Xerath",0,0,0%,,,,,-,,,,,,,
109,"
 Xin Zhao",0,0,0%,,,,,-,,,,,,,
110,"
 Yasuo",0,0,0%,,,,,-,,,,,,,
111,"
 Yorick",0,0,0%,,,,,-,,,,,,,
112,"
 Zac",0,0,0%,,,,,-,,,,,,,
113,"
 Zed",0,0,0%,,,,,-,,,,,,,
114,"
 Ziggs",0,0,0%,,,,,-,,,,,,,
115,"
 Zilean",0,0,0%,,,,,-,,,,,,,
116,"
 Zyra",0,0,0%,,,,,-,,,,,,,
117,"
 Braum",0,0,0%,,,,,-,,,,,,,
118,"
 Gnar",0,0,0%,,,,,-,,,,,,,
119,"
 Azir",0,0,0%,,,,,-,,,,,,,
120,"
 Kalista",0,0,0%,,,,,-,,,,,,,
121,"
 RekSai",0,0,0%,,,,,-,,,,,,,
122,"
 VelKoz",0,0,0%,,,,,-,,,,,,,
123,"
 Bard",0,0,0%,,,,,-,,,,,,,
124,"
 Ekko",0,0,0%,,,,,-,,,,,,,
125,"
 Tahm Kench",0,0,0%,,,,,-,,,,,,,
126,"
 Kindred",0,0,0%,,,,,-,,,,,,,
127,"
 Illaoi",0,0,0%,,,,,-,,,,,,,
128,"
 Jhin",0,0,0%,,,,,-,,,,,,,
129,"
 Aurelion Sol",0,0,0%,,,,,-,,,,,,,
130,"
 Taliyah",0,0,0%,,,,,-,,,,,,,
131,"
 Kled",0,0,0%,,,,,-,,,,,,,
132,"
 Ivern",0,0,0%,,,,,-,,,,,,,
133,"
 Camille",0,0,0%,,,,,-,,,,,,,
134,"
 Xayah",0,0,0%,,,,,-,,,,,,,
135,"
 Rakan",0,0,0%,,,,,-,,,,,,,
136,"
 Kayn",0,0,0%,,,,,-,,,,,,,
137,"
 Ornn",0,0,0%,,,,,-,,,,,,,
138,"
 Zoe",0,0,0%,,,,,-,,,,,,,
139,"
 Kaisa",0,0,0%,,,,,-,,,,,,,
140,"
 Pyke",0,0,0%,,,,,-,,,,,,,
141,"
 Neeko",0,0,0%,,,,,-,,,,,,,
142,"
 Sylas",0,0,0%,,,,,-,,,,,,,
143,"
 Yuumi",0,0,0%,,,,,-,,,,,,,
144,"
 Qiyana",0,0,0%,,,,,-,,,,,,,
145,"
 Senna",0,0,0%,,,,,-,,,,,,,
146,"
 Aphelios",0,0,0%,,,,,-,,,,,,,
147,"
 Sett",0,0,0%,,,,,-,,,,,,,
148,"
 Lillia",0,0,0%,,,,,-,,,,,,,
149,"
 Yone",0,0,0%,,,,,-,,,,,,,
150,"
 Samira",0,0,0%,,,,,-,,,,,,,
151,"
 Seraphine",0,0,0%,,,,,-,,,,,,,
152,"
 Rell",0,0,0%,,,,,-,,,,,,,
153,"
 Viego",0,0,0%,,,,,-,,,,,,,
154,"
 Gwen",0,0,0%,,,,,-,,,,,,,
155,"
 Akshan",0,0,0%,,,,,-,,,,,,,
156,"
 Vex",0,0,0%,,,,,-,,,,,,,
157,"
 Zeri",0,0,0%,,,,,-,,,,,,,
158,"
 Renata Glasc",0,0,0%,,,,,-,,,,,,,
159,"
 Belveth",0,0,0%,,,,,-,,,,,,,
160,"
 Nilah",0,0,0%,,,,,-,,,,,,,
